date(yyyy/mm/dd), Estimated_unimpaired_flow_into_HetchHetchy(cubic_meters_per_second)
1972/12/02,  3.34
1972/12/03,  3.34
1972/12/04,  3.34
1972/12/05,  7.64
1972/12/06,  7.64
1972/12/07,  6.80
1972/12/08,  5.95
1972/12/09,  5.95
1972/12/10,  5.66
1972/12/11,  5.10
1972/12/12,  5.66
1972/12/13,  5.95
1972/12/14,  5.66
1972/12/15,  3.26
1972/12/16,  3.54
1972/12/17,  5.66
1972/12/18,  7.93
1972/12/19, 43.88
1972/12/20, 35.67
1972/12/21, 34.54
1972/12/22, 28.31
1972/12/23, 21.80
1972/12/24, 17.55
1972/12/25, 15.57
1972/12/26, 11.46
1972/12/27, 10.93
1972/12/28, 10.19
1972/12/29,  8.19
1972/12/30,  6.56
1972/12/31,  6.47
1973/01/01,  6.09
1973/01/02,  5.61
1973/01/03,  4.11
1973/01/04,  3.06
1973/01/05,  2.77
1973/01/06,  2.10
1973/01/07,  2.10
1973/01/08,  2.38
1973/01/09,  4.25
1973/01/10,  6.23
1973/01/11,  5.95
1973/01/12, 15.01
1973/01/13, 21.23
1973/01/14, 18.97
1973/01/15, 13.87
1973/01/16, 12.39
1973/01/17, 33.98
1973/01/18, 24.07
1973/01/19, 19.25
1973/01/20, 14.22
1973/01/21, 12.56
1973/01/22, 11.89
1973/01/23,  9.42
1973/01/24,  8.75
1973/01/25,  7.62
1973/01/26,  7.42
1973/01/27,  6.85
1973/01/28,  6.57
1973/01/29,  7.64
1973/01/30,  8.49
1973/01/31,  6.23
1973/02/01,  7.08
1973/02/02,  7.64
1973/02/03,  6.23
1973/02/04,  4.84
1973/02/05,  6.23
1973/02/06,  6.23
1973/02/07,  8.49
1973/02/08,  8.78
1973/02/09,  8.78
1973/02/10, 11.14
1973/02/11, 14.25
1973/02/12, 12.43
1973/02/13, 12.13
1973/02/14, 13.17
1973/02/15, 10.17
1973/02/16,  9.31
1973/02/17,  8.60
1973/02/18,  7.93
1973/02/19,  7.42
1973/02/20,  7.13
1973/02/21,  7.93
1973/02/22,  7.93
1973/02/23,  6.00
1973/02/24,  7.08
1973/02/25,  8.78
1973/02/26,  7.93
1973/02/27,  9.63
1973/02/28, 16.99
1973/03/01, 13.59
1973/03/02, 11.89
1973/03/03, 11.04
1973/03/04, 11.89
1973/03/05, 14.44
1973/03/06, 15.01
1973/03/07, 11.89
1973/03/08,  7.42
1973/03/09,  7.54
1973/03/10,  7.59
1973/03/11,  8.27
1973/03/12,  8.47
1973/03/13,  8.83
1973/03/14,  8.55
1973/03/15,  8.07
1973/03/16,  7.79
1973/03/17,  7.68
1973/03/18,  7.50
1973/03/19,  7.42
1973/03/20,  7.70
1973/03/21,  7.79
1973/03/22,  8.47
1973/03/23,  8.92
1973/03/24,  9.88
1973/03/25, 10.55
1973/03/26, 10.65
1973/03/27, 10.93
1973/03/28, 11.10
1973/03/29, 10.82
1973/03/30,  9.88
1973/03/31,  8.75
1973/04/01,  8.18
1973/04/02,  7.13
1973/04/03,  6.94
1973/04/04,  6.46
1973/04/05,  5.66
1973/04/06,  9.34
1973/04/07, 18.62
1973/04/08, 22.37
1973/04/09, 29.95
1973/04/10, 53.79
1973/04/11, 38.79
1973/04/12, 34.82
1973/04/13, 33.31
1973/04/14, 29.63
1973/04/15, 23.29
1973/04/16, 18.97
1973/04/17, 21.32
1973/04/18, 25.71
1973/04/19, 21.52
1973/04/20, 17.55
1973/04/21, 22.37
1973/04/22, 25.20
1973/04/23, 28.31
1973/04/24, 60.87
1973/04/25, 71.91
1973/04/26, 82.39
1973/04/27, 97.98
1973/04/28, 113.32
1973/04/29, 103.07
1973/04/30, 85.86
1973/05/01, 64.49
1973/05/02, 63.99
1973/05/03, 72.48
1973/05/04, 75.59
1973/05/05, 60.03
1973/05/06, 47.15
1973/05/07, 46.86
1973/05/08, 73.47
1973/05/09, 101.39
1973/05/10, 124.65
1973/05/11, 143.85
1973/05/12, 165.66
1973/05/13, 181.21
1973/05/14, 178.68
1973/05/15, 189.32
1973/05/16, 196.79
1973/05/17, 219.63
1973/05/18, 237.32
1973/05/19, 241.45
1973/05/20, 214.87
1973/05/21, 172.99
1973/05/22, 169.88
1973/05/23, 164.50
1973/05/24, 168.18
1973/05/25, 154.30
1973/05/26, 135.33
1973/05/27, 126.58
1973/05/28, 158.97
1973/05/29, 215.26
1973/05/30, 197.19
1973/05/31, 253.47
1973/06/01, 230.18
1973/06/02, 202.72
1973/06/03, 176.35
1973/06/04, 150.88
1973/06/05, 155.18
1973/06/06, 156.02
1973/06/07, 182.62
1973/06/08, 188.00
1973/06/09, 230.47
1973/06/10, 169.03
1973/06/11, 147.23
1973/06/12, 141.00
1973/06/13, 139.30
1973/06/14, 128.26
1973/06/15, 89.75
1973/06/16, 52.66
1973/06/17, 49.83
1973/06/18, 48.13
1973/06/19, 76.16
1973/06/20, 87.20
1973/06/21, 93.72
1973/06/22, 97.40
1973/06/23, 79.02
1973/06/24, 61.51
1973/06/25, 60.23
1973/06/26, 72.28
1973/06/27, 90.88
1973/06/28, 96.76
1973/06/29, 70.22
1973/06/30, 64.78
1973/07/01, 43.54
1973/07/02, 34.99
1973/07/03, 29.73
1973/07/04, 28.88
1973/07/05, 27.46
1973/07/06, 31.43
1973/07/07, 31.39
1973/07/08, 28.31
1973/07/09, 26.90
1973/07/10, 25.20
1973/07/11, 22.65
1973/07/12, 20.95
1973/07/13, 18.97
1973/07/14, 16.02
1973/07/15, 15.29
1973/07/16, 15.07
1973/07/17, 14.35
1973/07/18, 14.37
1973/07/19, 12.74
1973/07/20, 10.19
1973/07/21,  9.06
1973/07/22,  5.95
1973/07/23,  6.51
1973/07/24,  7.08
1973/07/25,  5.66
1973/07/26,  5.66
1973/07/27,  5.10
1973/07/28,  7.08
1973/07/29,  7.08
1973/07/30,  8.21
1973/07/31,  6.51
1973/08/01,  7.93
1973/08/02, 10.76
1973/08/03, 11.33
1973/08/04, 12.74
1973/08/05, 15.29
1973/08/06, 17.84
1973/08/07, 14.16
1973/08/08,  9.63
1973/08/09,  9.34
1973/08/10,  7.64
1973/08/11,  5.95
1973/08/12,  4.19
1973/08/13,  3.66
1973/08/14,  3.06
1973/08/15,  2.65
1973/08/16,  2.77
1973/08/17,  2.83
1973/08/18,  4.53
1973/08/19,  2.38
1973/08/20,  2.21
1973/08/21,  2.10
1973/08/22,  2.21
1973/08/23,  2.01
1973/08/24,  2.21
1973/08/25,  2.01
1973/08/26,  2.21
1973/08/27,  1.81
1973/08/28,  1.73
1973/08/29,  1.81
1973/08/30,  1.73
1973/08/31,  1.73
1973/09/01,  1.64
1973/09/02,  1.73
1973/09/03,  1.62
1973/09/04,  1.64
1973/09/05,  1.64
1973/09/06,  1.73
1973/09/07,  1.73
1973/09/08,  1.64
1973/09/09,  1.53
1973/09/10,  1.36
1973/09/11,  1.44
1973/09/12,  1.53
1973/09/13,  1.36
1973/09/14,  1.44
1973/09/15,  0.93
1973/09/16,  1.42
1973/09/17,  1.25
1973/09/18,  1.13
1973/09/19,  1.36
1973/09/20,  1.36
1973/09/21,  1.13
1973/09/22,  1.13
1973/09/23,  0.96
1973/09/24,  1.08
1973/09/25,  1.08
1973/09/26,  0.88
1973/09/27,  0.68
1973/09/28,  0.62
1973/09/29,  0.48
1973/09/30,  0.34
1973/10/01,  1.08
1973/10/02,  1.13
1973/10/03,  1.08
1973/10/04,  1.25
1973/10/05,  1.25
1973/10/06,  1.44
1973/10/07,  1.53
1973/10/08,  1.64
1973/10/09,  2.38
1973/10/10,  1.73
1973/10/11,  1.36
1973/10/12,  1.08
1973/10/13,  1.08
1973/10/14,  0.96
1973/10/15, 20.10
1973/10/16,  9.63
1973/10/17,  6.23
1973/10/18,  5.10
1973/10/19,  3.68
1973/10/20,  1.98
1973/10/21,  1.36
1973/10/22,  1.64
1973/10/23,  2.77
1973/10/24,  3.68
1973/10/25,  3.34
1973/10/26,  5.10
1973/10/27,  4.53
1973/10/28,  3.40
1973/10/29,  2.10
1973/10/30,  1.93
1973/10/31,  1.93
1973/11/01,  1.93
1973/11/02,  1.81
1973/11/03,  1.81
1973/11/04,  1.64
1973/11/05,  1.36
1973/11/06,  3.60
1973/11/07,  5.13
1973/11/08,  8.27
1973/11/09, 10.47
1973/11/10, 21.52
1973/11/11, 84.16
1973/11/12, 230.06
1973/11/13, 84.45
1973/11/14, 43.18
1973/11/15, 31.53
1973/11/16, 29.16
1973/11/17, 27.46
1973/11/18, 38.22
1973/11/19, 29.45
1973/11/20, 23.50
1973/11/21, 20.67
1973/11/22, 16.99
1973/11/23, 13.59
1973/11/24, 12.54
1973/11/25, 10.93
1973/11/26, 11.04
1973/11/27, 11.33
1973/11/28, 10.48
1973/11/29, 13.59
1973/11/30, 13.87
1973/12/01, 14.44
1973/12/02, 13.02
1973/12/03, 12.74
1973/12/04, 13.87
1973/12/05, 14.72
1973/12/06, 12.74
1973/12/07, 12.17
1973/12/08, 12.17
1973/12/09, 12.17
1973/12/10, 13.02
1973/12/11, 12.74
1973/12/12, 13.87
1973/12/13, 14.72
1973/12/14, 13.02
1973/12/15, 12.74
1973/12/16, 11.89
1973/12/17, 12.17
1973/12/18, 11.33
1973/12/19, 11.89
1973/12/20, 11.89
1973/12/21, 11.33
1973/12/22, 11.89
1973/12/23, 13.59
1973/12/24, 11.04
1973/12/25,  9.29
1973/12/26, 11.18
1973/12/27, 13.84
1973/12/28, 22.66
1973/12/29, 33.98
1973/12/30, 54.36
1973/12/31, 31.43
1974/01/01, 25.20
1974/01/02, 19.82
1974/01/03, 15.57
1974/01/04, 11.43
1974/01/05, 11.33
1974/01/06, 11.33
1974/01/07, 11.89
1974/01/08,  9.97
1974/01/09, 10.29
1974/01/10, 10.29
1974/01/11, 10.71
1974/01/12, 11.45
1974/01/13, 13.59
1974/01/14, 13.02
1974/01/15, 13.85
1974/01/16, 19.77
1974/01/17, 44.73
1974/01/18, 43.04
1974/01/19, 57.19
1974/01/20, 42.47
1974/01/21, 32.28
1974/01/22, 26.61
1974/01/23, 20.67
1974/01/24, 18.97
1974/01/25, 18.12
1974/01/26, 15.57
1974/01/27, 14.72
1974/01/28, 14.72
1974/01/29, 14.72
1974/01/30, 13.02
1974/01/31, 12.74
1974/02/01, 12.74
1974/02/02, 11.89
1974/02/03, 12.17
1974/02/04, 11.33
1974/02/05, 11.89
1974/02/06, 11.04
1974/02/07, 11.04
1974/02/08,  9.63
1974/02/09,  8.78
1974/02/10, 10.19
1974/02/11, 10.19
1974/02/12, 10.19
1974/02/13,  8.49
1974/02/14,  7.64
1974/02/15,  7.93
1974/02/16,  8.78
1974/02/17,  6.80
1974/02/18,  6.80
1974/02/19,  6.80
1974/02/20,  7.93
1974/02/21,  7.08
1974/02/22,  7.08
1974/02/23,  6.23
1974/02/24,  7.64
1974/02/25,  6.23
1974/02/26,  7.22
1974/02/27,  8.77
1974/02/28,  8.78
1974/03/01, 13.36
1974/03/02, 33.98
1974/03/03, 22.65
1974/03/04, 17.27
1974/03/05, 15.86
1974/03/06, 15.09
1974/03/07, 15.36
1974/03/08, 14.89
1974/03/09, 13.68
1974/03/10, 13.22
1974/03/11, 12.91
1974/03/12, 13.19
1974/03/13, 13.96
1974/03/14, 17.19
1974/03/15, 19.61
1974/03/16, 21.67
1974/03/17, 23.78
1974/03/18, 20.67
1974/03/19, 17.92
1974/03/20, 18.43
1974/03/21, 19.25
1974/03/22, 19.82
1974/03/23, 21.23
1974/03/24, 22.93
1974/03/25, 24.35
1974/03/26, 30.29
1974/03/27, 26.61
1974/03/28, 22.65
1974/03/29, 25.20
1974/03/30, 24.35
1974/03/31, 26.61
1974/04/01, 30.58
1974/04/02, 35.39
1974/04/03, 25.76
1974/04/04, 21.80
1974/04/05, 21.52
1974/04/06, 22.37
1974/04/07, 21.80
1974/04/08, 26.90
1974/04/09, 29.73
1974/04/10, 24.07
1974/04/11, 21.80
1974/04/12, 21.80
1974/04/13, 24.92
1974/04/14, 30.58
1974/04/15, 43.04
1974/04/16, 41.62
1974/04/17, 47.85
1974/04/18, 56.97
1974/04/19, 49.44
1974/04/20, 39.64
1974/04/21, 34.54
1974/04/22, 42.47
1974/04/23, 50.08
1974/04/24, 48.13
1974/04/25, 40.22
1974/04/26, 31.77
1974/04/27, 29.66
1974/04/28, 27.60
1974/04/29, 27.67
1974/04/30, 37.88
1974/05/01, 59.15
1974/05/02, 74.05
1974/05/03, 90.38
1974/05/04, 108.37
1974/05/05, 99.84
1974/05/06, 117.97
1974/05/07, 136.18
1974/05/08, 154.48
1974/05/09, 175.07
1974/05/10, 179.97
1974/05/11, 160.96
1974/05/12, 166.85
1974/05/13, 171.88
1974/05/14, 144.48
1974/05/15, 157.42
1974/05/16, 144.64
1974/05/17, 122.01
1974/05/18, 89.72
1974/05/19, 64.14
1974/05/20, 56.61
1974/05/21, 48.41
1974/05/22, 53.35
1974/05/23, 65.65
1974/05/24, 88.67
1974/05/25, 129.38
1974/05/26, 169.04
1974/05/27, 218.27
1974/05/28, 247.72
1974/05/29, 229.25
1974/05/30, 206.17
1974/05/31, 175.71
1974/06/01, 174.42
1974/06/02, 166.24
1974/06/03, 159.11
1974/06/04, 165.54
1974/06/05, 174.29
1974/06/06, 197.86
1974/06/07, 233.58
1974/06/08, 206.54
1974/06/09, 172.99
1974/06/10, 165.91
1974/06/11, 200.74
1974/06/12, 259.63
1974/06/13, 164.99
1974/06/14, 149.05
1974/06/15, 144.07
1974/06/16, 142.38
1974/06/17, 136.70
1974/06/18, 106.09
1974/06/19, 76.44
1974/06/20, 81.54
1974/06/21, 85.79
1974/06/22, 84.94
1974/06/23, 105.89
1974/06/24, 142.98
1974/06/25, 82.11
1974/06/26, 64.84
1974/06/27, 46.15
1974/06/28, 62.85
1974/06/29, 76.16
1974/06/30, 78.14
1974/07/01, 79.28
1974/07/02, 60.88
1974/07/03, 57.72
1974/07/04, 52.10
1974/07/05, 52.07
1974/07/06, 44.18
1974/07/07, 34.54
1974/07/08, 28.60
1974/07/09, 34.23
1974/07/10, 89.47
1974/07/11, 66.82
1974/07/12, 32.84
1974/07/13, 26.90
1974/07/14, 24.07
1974/07/15, 25.20
1974/07/16, 24.92
1974/07/17, 25.20
1974/07/18, 22.37
1974/07/19, 22.37
1974/07/20, 20.95
1974/07/21, 20.95
1974/07/22, 19.57
1974/07/23, 22.44
1974/07/24, 21.80
1974/07/25, 24.07
1974/07/26, 24.07
1974/07/27, 24.89
1974/07/28, 23.50
1974/07/29, 21.52
1974/07/30, 18.97
1974/07/31, 24.92
1974/08/01, 25.76
1974/08/02, 25.76
1974/08/03, 19.21
1974/08/04, 19.06
1974/08/05, 19.82
1974/08/06, 19.25
1974/08/07, 16.49
1974/08/08, 14.44
1974/08/09, 11.49
1974/08/10,  9.34
1974/08/11,  8.49
1974/08/12,  7.08
1974/08/13,  5.66
1974/08/14,  5.66
1974/08/15,  5.66
1974/08/16,  5.66
1974/08/17,  5.10
1974/08/18,  4.53
1974/08/19,  2.77
1974/08/20,  2.66
1974/08/21,  2.58
1974/08/22,  2.49
1974/08/23,  2.49
1974/08/24,  2.27
1974/08/25,  2.38
1974/08/26,  2.21
1974/08/27,  2.10
1974/08/28,  2.10
1974/08/29,  2.21
1974/08/30,  2.01
1974/08/31,  1.81
1974/09/01,  1.73
1974/09/02,  8.49
1974/09/03,  5.10
1974/09/04,  2.55
1974/09/05,  1.73
1974/09/06,  1.64
1974/09/07,  1.73
1974/09/08,  1.44
1974/09/09,  1.36
1974/09/10,  1.36
1974/09/11,  1.36
1974/09/12,  1.13
1974/09/13,  1.36
1974/09/14,  1.25
1974/09/15,  1.36
1974/09/16,  1.25
1974/09/17,  1.25
1974/09/18,  0.96
1974/09/19,  0.96
1974/09/20,  0.88
1974/09/21,  0.88
1974/09/22,  1.08
1974/09/23,  0.96
1974/09/24,  0.56
1974/09/25,  0.51
1974/09/26,  0.88
1974/09/27,  0.79
1974/09/28,  0.68
1974/09/29,  0.40
1974/09/30,  0.59
1974/10/01,  1.64
1974/10/02,  1.64
1974/10/03,  1.53
1974/10/04,  1.44
1974/10/05,  1.44
1974/10/06,  1.44
1974/10/07,  1.53
1974/10/08,  1.53
1974/10/09,  1.50
1974/10/10,  1.60
1974/10/11,  1.51
1974/10/12,  1.53
1974/10/13,  1.53
1974/10/14,  1.64
1974/10/15,  1.53
1974/10/16,  1.77
1974/10/17,  1.74
1974/10/18,  1.53
1974/10/19,  1.44
1974/10/20,  1.53
1974/10/21,  1.53
1974/10/22,  1.36
1974/10/23,  1.25
1974/10/24,  1.25
1974/10/25,  1.53
1974/10/26,  1.53
1974/10/27,  1.81
1974/10/28,  2.10
1974/10/29,  2.01
1974/10/30,  1.73
1974/10/31,  1.44
1974/11/01,  1.53
1974/11/02,  1.44
1974/11/03,  1.44
1974/11/04,  1.36
1974/11/05,  1.53
1974/11/06,  1.53
1974/11/07,  1.64
1974/11/08,  1.44
1974/11/09,  1.53
1974/11/10,  1.64
1974/11/11,  1.53
1974/11/12,  1.44
1974/11/13,  1.36
1974/11/14,  1.64
1974/11/15,  1.81
1974/11/16,  1.53
1974/11/17,  1.64
1974/11/18,  1.64
1974/11/19,  1.64
1974/11/20,  1.64
1974/11/21,  1.64
1974/11/22,  1.64
1974/11/23,  1.53
1974/11/24,  1.73
1974/11/25,  1.64
1974/11/26,  1.93
1974/11/27,  1.81
1974/11/28,  1.93
1974/11/29,  1.93
1974/11/30,  2.01
1974/12/01,  8.21
1974/12/02,  9.06
1974/12/03,  5.95
1974/12/04,  3.40
1974/12/05,  3.54
1974/12/06,  2.58
1974/12/07,  2.66
1974/12/08,  5.66
1974/12/09, 10.19
1974/12/10, 13.02
1974/12/11,  9.63
1974/12/12,  5.10
1974/12/13,  4.53
1974/12/14,  3.96
1974/12/15,  2.01
1974/12/16,  1.93
1974/12/17,  2.49
1974/12/18,  2.58
1974/12/19,  2.35
1974/12/20,  2.35
1974/12/21,  2.35
1974/12/22,  2.38
1974/12/23,  2.21
1974/12/24,  2.38
1974/12/25,  2.58
1974/12/26,  2.27
1974/12/27,  2.49
1974/12/28,  2.49
1974/12/29,  2.58
1974/12/30,  2.27
1974/12/31,  2.27
1975/01/01,  2.38
1975/01/02,  2.10
1975/01/03,  2.10
1975/01/04,  2.26
1975/01/05,  2.49
1975/01/06,  4.53
1975/01/07,  8.49
1975/01/08, 10.19
1975/01/09,  9.63
1975/01/10,  7.64
1975/01/11,  5.95
1975/01/12,  4.56
1975/01/13,  4.47
1975/01/14,  4.84
1975/01/15,  4.95
1975/01/16,  5.04
1975/01/17,  5.12
1975/01/18,  7.08
1975/01/19,  7.64
1975/01/20,  5.66
1975/01/21,  6.80
1975/01/22,  6.23
1975/01/23,  6.80
1975/01/24,  7.64
1975/01/25,  7.64
1975/01/26,  6.23
1975/01/27,  6.23
1975/01/28,  6.51
1975/01/29,  5.95
1975/01/30,  5.95
1975/01/31,  3.62
1975/02/01,  3.91
1975/02/02,  5.95
1975/02/03,  6.51
1975/02/04,  8.49
1975/02/05,  6.23
1975/02/06,  6.23
1975/02/07,  6.51
1975/02/08,  6.80
1975/02/09, 13.59
1975/02/10, 18.12
1975/02/11, 12.17
1975/02/12,  8.49
1975/02/13,  8.21
1975/02/14,  8.49
1975/02/15,  7.08
1975/02/16,  7.08
1975/02/17,  4.53
1975/02/18,  3.62
1975/02/19,  3.40
1975/02/20,  5.66
1975/02/21,  8.21
1975/02/22,  7.64
1975/02/23,  6.51
1975/02/24,  4.39
1975/02/25,  6.80
1975/02/26,  9.91
1975/02/27, 11.33
1975/02/28, 12.74
1975/03/01, 15.57
1975/03/02, 15.57
1975/03/03, 13.87
1975/03/04, 13.02
1975/03/05, 14.72
1975/03/06, 14.16
1975/03/07, 15.29
1975/03/08, 16.14
1975/03/09, 13.87
1975/03/10, 13.87
1975/03/11, 12.17
1975/03/12, 13.02
1975/03/13, 12.17
1975/03/14, 11.33
1975/03/15, 11.33
1975/03/16, 12.17
1975/03/17, 11.33
1975/03/18, 11.33
1975/03/19,  9.91
1975/03/20, 11.33
1975/03/21, 11.33
1975/03/22, 11.33
1975/03/23, 10.76
1975/03/24, 11.33
1975/03/25, 26.90
1975/03/26, 28.31
1975/03/27, 19.82
1975/03/28, 17.27
1975/03/29, 13.68
1975/03/30, 14.16
1975/03/31, 16.14
1975/04/01, 16.70
1975/04/02, 15.57
1975/04/03, 13.48
1975/04/04, 12.91
1975/04/05, 12.83
1975/04/06, 12.23
1975/04/07, 11.33
1975/04/08, 13.02
1975/04/09, 13.02
1975/04/10, 12.17
1975/04/11, 14.16
1975/04/12, 23.78
1975/04/13, 16.14
1975/04/14, 14.16
1975/04/15, 15.72
1975/04/16, 14.72
1975/04/17, 13.59
1975/04/18, 13.11
1975/04/19, 14.72
1975/04/20, 18.12
1975/04/21, 20.10
1975/04/22, 21.47
1975/04/23, 33.41
1975/04/24, 34.26
1975/04/25, 30.86
1975/04/26, 22.65
1975/04/27, 18.69
1975/04/28, 19.82
1975/04/29, 21.52
1975/04/30, 24.63
1975/05/01, 27.34
1975/05/02, 26.35
1975/05/03, 45.02
1975/05/04, 39.92
1975/05/05, 32.28
1975/05/06, 26.72
1975/05/07, 24.06
1975/05/08, 36.24
1975/05/09, 49.26
1975/05/10, 58.52
1975/05/11, 76.73
1975/05/12, 86.35
1975/05/13, 101.36
1975/05/14, 120.05
1975/05/15, 146.94
1975/05/16, 148.92
1975/05/17, 161.10
1975/05/18, 185.17
1975/05/19, 187.43
1975/05/20, 195.34
1975/05/21, 128.85
1975/05/22, 84.37
1975/05/23, 88.90
1975/05/24, 123.73
1975/05/25, 152.89
1975/05/26, 201.02
1975/05/27, 193.66
1975/05/28, 190.83
1975/05/29, 190.83
1975/05/30, 188.28
1975/05/31, 202.15
1975/06/01, 237.83
1975/06/02, 281.99
1975/06/03, 256.55
1975/06/04, 237.83
1975/06/05, 225.09
1975/06/06, 245.75
1975/06/07, 240.94
1975/06/08, 252.55
1975/06/09, 205.83
1975/06/10, 206.40
1975/06/11, 203.00
1975/06/12, 206.97
1975/06/13, 196.77
1975/06/14, 208.95
1975/06/15, 211.50
1975/06/16, 204.94
1975/06/17, 173.93
1975/06/18, 126.48
1975/06/19, 87.88
1975/06/20, 67.50
1975/06/21, 58.32
1975/06/22, 81.39
1975/06/23, 104.44
1975/06/24, 91.13
1975/06/25, 75.23
1975/06/26, 49.83
1975/06/27, 49.26
1975/06/28, 60.02
1975/06/29, 77.11
1975/06/30, 78.67
1975/07/01, 82.11
1975/07/02, 78.43
1975/07/03, 71.35
1975/07/04, 62.57
1975/07/05, 76.56
1975/07/06, 79.28
1975/07/07, 75.92
1975/07/08, 71.63
1975/07/09, 65.69
1975/07/10, 67.03
1975/07/11, 63.14
1975/07/12, 60.29
1975/07/13, 57.52
1975/07/14, 42.56
1975/07/15, 35.76
1975/07/16, 32.56
1975/07/17, 26.13
1975/07/18, 30.01
1975/07/19, 31.99
1975/07/20, 28.31
1975/07/21, 23.78
1975/07/22, 20.45
1975/07/23, 20.11
1975/07/24, 19.25
1975/07/25, 20.10
1975/07/26, 16.99
1975/07/27, 15.29
1975/07/28, 14.16
1975/07/29, 13.02
1975/07/30, 11.68
1975/07/31,  9.09
1975/08/01,  6.05
1975/08/02,  5.24
1975/08/03,  4.84
1975/08/04,  5.66
1975/08/05,  5.66
1975/08/06,  3.71
1975/08/07,  3.54
1975/08/08,  3.40
1975/08/09,  3.54
1975/08/10,  3.14
1975/08/11,  2.77
1975/08/12,  2.59
1975/08/13,  2.71
1975/08/14,  2.49
1975/08/15,  2.21
1975/08/16,  2.49
1975/08/17,  2.06
1975/08/18,  2.08
1975/08/19,  3.96
1975/08/20,  5.66
1975/08/21,  5.95
1975/08/22,  6.51
1975/08/23,  6.51
1975/08/24,  3.71
1975/08/25,  2.58
1975/08/26,  2.86
1975/08/27,  2.97
1975/08/28,  2.38
1975/08/29,  2.27
1975/08/30,  2.10
1975/08/31,  2.15
1975/09/01,  1.93
1975/09/02,  1.81
1975/09/03,  1.64
1975/09/04,  1.64
1975/09/05,  1.64
1975/09/06,  1.44
1975/09/07,  1.36
1975/09/08,  1.36
1975/09/09,  1.64
1975/09/10,  1.66
1975/09/11,  3.03
1975/09/12,  5.70
1975/09/13,  5.67
1975/09/14,  3.05
1975/09/15,  2.29
1975/09/16,  1.93
1975/09/17,  1.44
1975/09/18,  1.64
1975/09/19,  1.64
1975/09/20,  1.13
1975/09/21,  1.08
1975/09/22,  0.79
1975/09/23,  0.79
1975/09/24,  0.88
1975/09/25,  1.42
1975/09/26,  0.79
1975/09/27,  0.88
1975/09/28,  0.88
1975/09/29,  1.42
1975/09/30,  1.98
1975/10/01,  1.13
1975/10/02,  0.88
1975/10/03,  0.96
1975/10/04,  0.96
1975/10/05,  0.96
1975/10/06,  4.70
1975/10/07,  3.71
1975/10/08,  2.18
1975/10/09,  1.36
1975/10/10,  1.36
1975/10/11, 22.71
1975/10/12, 13.79
1975/10/13, 11.33
1975/10/14, 10.25
1975/10/15,  7.67
1975/10/16,  8.49
1975/10/17,  8.98
1975/10/18,  7.56
1975/10/19,  6.65
1975/10/20,  6.65
1975/10/21,  6.88
1975/10/22,  6.54
1975/10/23,  6.71
1975/10/24,  6.54
1975/10/25,  6.71
1975/10/26,  6.71
1975/10/27, 83.66
1975/10/28, 45.05
1975/10/29, 27.89
1975/10/30, 22.17
1975/10/31, 20.50
1975/11/01, 18.83
1975/11/02, 18.49
1975/11/03, 17.81
1975/11/04, 17.30
1975/11/05, 16.65
1975/11/06, 14.95
1975/11/07, 14.95
1975/11/08, 15.12
1975/11/09, 14.95
1975/11/10, 14.44
1975/11/11, 13.11
1975/11/12, 12.60
1975/11/13, 11.58
1975/11/14, 11.33
1975/11/15, 10.76
1975/11/16,  9.74
1975/11/17,  9.23
1975/11/18,  8.49
1975/11/19,  7.90
1975/11/20,  7.56
1975/11/21,  7.90
1975/11/22,  7.39
1975/11/23,  7.05
1975/11/24,  6.71
1975/11/25,  6.23
1975/11/26,  5.89
1975/11/27,  5.66
1975/11/28,  5.55
1975/11/29,  5.38
1975/11/30,  5.21
1975/12/01,  5.38
1975/12/02,  6.54
1975/12/03,  8.41
1975/12/04,  7.90
1975/12/05,  7.56
1975/12/06,  6.71
1975/12/07,  6.54
1975/12/08,  6.40
1975/12/09,  6.54
1975/12/10,  6.88
1975/12/11,  6.06
1975/12/12,  5.38
1975/12/13,  4.70
1975/12/14,  4.19
1975/12/15,  4.70
1975/12/16,  4.53
1975/12/17,  4.70
1975/12/18,  4.53
1975/12/19,  4.19
1975/12/20,  4.70
1975/12/21,  4.87
1975/12/22,  4.87
1975/12/23,  4.36
1975/12/24,  4.19
1975/12/25,  3.85
1975/12/26,  4.36
1975/12/27,  4.19
1975/12/28,  3.71
1975/12/29,  3.54
1975/12/30,  3.54
1975/12/31,  3.54
1976/01/01,  3.85
1976/01/02,  3.54
1976/01/03,  3.37
1976/01/04,  3.54
1976/01/05,  3.04
1976/01/06,  3.23
1976/01/07,  3.46
1976/01/08,  4.53
1976/01/09,  4.36
1976/01/10,  4.53
1976/01/11,  4.53
1976/01/12,  4.19
1976/01/13,  3.70
1976/01/14,  3.62
1976/01/15,  3.52
1976/01/16,  3.87
1976/01/17,  3.71
1976/01/18,  3.85
1976/01/19,  3.57
1976/01/20,  3.87
1976/01/21,  3.40
1976/01/22,  3.21
1976/01/23,  3.27
1976/01/24,  3.44
1976/01/25,  3.34
1976/01/26,  3.40
1976/01/27,  3.34
1976/01/28,  3.26
1976/01/29,  3.62
1976/01/30,  3.26
1976/01/31,  3.54
1976/02/01,  3.40
1976/02/02,  3.40
1976/02/03,  3.38
1976/02/04,  3.71
1976/02/05,  3.91
1976/02/06,  3.91
